emg_timestamp_ms;fes_timestamp_ms;estado
1750675223302;1750675223302;ON
1750675225314;1750675225314;OFF
1750675230511;1750675230511;ON
1750675233594;1750675233594;OFF
1750675238988;1750675238988;ON
1750675241863;1750675241863;OFF
1750675247679;1750675247679;ON
1750675249967;1750675249967;OFF
1750675255386;1750675255386;ON
1750675257921;1750675257921;OFF
1750675262604;1750675262604;ON
1750675265250;1750675265250;OFF
