emg_timestamp_ms;fes_timestamp_ms;estado
1750675904026;1750675904026;ON
1750675907370;1750675907370;OFF
1750675912216;1750675912216;ON
1750675915349;1750675915349;OFF
1750675922218;1750675922218;ON
1750675924828;1750675924828;OFF
1750675930501;1750675930501;ON
1750675931135;1750675931135;OFF
1750675932879;1750675932879;ON
1750675933627;1750675933627;OFF
1750675935678;1750675935678;ON
1750675936415;1750675936415;OFF
