emg_timestamp_ms;fes_timestamp_ms;estado
1750685640398;1750685640398;ON
1750685643378;1750685643378;OFF
1750685647090;1750685647090;ON
1750685649831;1750685649831;OFF
1750685653300;1750685653300;ON
1750685657430;1750685657430;OFF
1750685660697;1750685660697;ON
1750685663792;1750685663792;OFF
1750685667840;1750685667840;ON
1750685671645;1750685671645;OFF
